Posição;Categoria;Modelo de Negócio;Tema;Questão;Alternativas;Nota;Gabarito
Analista;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.;10;"Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada"
Analista;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.;6;Frequência sem meta pode virar custo operacional.
Analista;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.;2;Informação sem compromisso de correção.
Analista;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.;0;"Base de dados é meio; falta KR de acurácia."
Analista;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.;10;"Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência."
Analista;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.;6;Prevenção sem garantia de restabelecimento rápido.
Analista;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.;2;Procedimento ajuda, porém sem meta de tempo o cliente segue exposto.
Analista;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.;0;Transparência não substitui restauração.
Analista;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.;10;"Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo."
Analista;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.;6;Pipeline sem cobertura efetiva para datas críticas.
Analista;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.;2;"Performance ≠ sucessão; risco operacional continua."
Analista;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.;0;Clima é relevante, mas não resolve cobertura.
Analista;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.;10;"Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto."
Analista;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.;6;Pode sustentar volume, mas erosiona margem.
Analista;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada;2;Foco em preço sem arquitetura de mix mantém pressão.
Analista;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.;0;Funil é gestão, não melhora margem por si.
Analista;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.;10;"Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada."
Analista;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.;6;"Ritual útil; sem metas numéricas o efeito é desigual."
Analista;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.;2;"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
Analista;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.;0;Crescer sem conter perda aumenta esforço para manter receita líquida.
